uri,hydrosource_id,eha_ptid,fcdocket,hilarriid,nididfull,nidid,dam_name,longitude,latitude,state,state_uri,huc,huc_uri,Pt_Own,OwType,Type,CH_MW,status,HILARRI_2021,EHA_FY2021,EHA_Annual_Capacity,EHA_Annual_CapacityFactor,EHA_Annual_Gross_Generation,ORNL_Retired_FY2020_revised,ORNL_US_Hydropower_DevelopmentPipeline_Data_FY2021,ORNL_CostofMitigatingEnvironmentalImpacts_FY2021,ORNL_Mitigation_Database,EHA_Annual_Net_Generation
https://geoconnex.us/ornl/hydrosource/dams/1,1,hc0001_p01,,1738,WY01290,WY01290,ALCOVA,-106.727083,42.543117,WY,https://geoconnex.us/ref/states/56,1.02E+11,https://geoconnex.us/nhdplusv2/huc12/102000000000,Reclamation Great Plains Region (GP),Reclamation,HY,41.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/2,2,hc0002_p01,,2371,ID00279,ID00279,ANDERSON RANCH,-115.4491,43.3588,ID,https://geoconnex.us/ref/states/16,1.71E+11,https://geoconnex.us/nhdplusv2/huc12/171000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,40,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/3,3,hc0003_p01,,2117,ID00282,ID00282,BLACK CANYON DIVERSION,-116.4367,43.9303,ID,https://geoconnex.us/ref/states/16,1.71E+11,https://geoconnex.us/nhdplusv2/huc12/171000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,10.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/4,4,hc0004_p01,,1839,CO01675,CO01675,BLUE MESA,-107.3342,38.4533,CO,https://geoconnex.us/ref/states/8,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,86.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/5,5,hc0005_p01,,2094,ID00281,ID00281,BOISE RIVER DIVERSION,-116.0935,43.5377,ID,https://geoconnex.us/ref/states/16,1.71E+11,https://geoconnex.us/nhdplusv2/huc12/171000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,3.3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/6,6,hc0006_p01,,1654,WY01299,WY01299,BOYSEN,-108.177221,43.414157,WY,https://geoconnex.us/ref/states/56,1.01E+11,https://geoconnex.us/nhdplusv2/huc12/101000000000,Reclamation Great Plains Region (GP),Reclamation,HY,15,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/7,7,hc0007_p01,,1652,WY01300,WY01300,BUFFALO BILL,-109.1831,44.50145,WY,https://geoconnex.us/ref/states/56,1.01E+11,https://geoconnex.us/nhdplusv2/huc12/101000000000,Reclamation Great Plains Region (GP),Reclamation,HY,18,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/8,8,hc0007_p02,,1650,WY01300,WY01300,BUFFALO BILL,-109.1831,44.50145,WY,https://geoconnex.us/ref/states/56,1.01E+11,https://geoconnex.us/nhdplusv2/huc12/101000000000,Reclamation Great Plains Region (GP),Reclamation,HY,3,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/9,9,hc0007_p03,,1651,WY01300,WY01300,BUFFALO BILL,-109.1831,44.50145,WY,https://geoconnex.us/ref/states/56,1.01E+11,https://geoconnex.us/nhdplusv2/huc12/101000000000,Reclamation Great Plains Region (GP),Reclamation,HY,5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/10,10,hc0007_p04,,1653,WY01300,WY01300,BUFFALO BILL,-109.1831,44.50145,WY,https://geoconnex.us/ref/states/56,1.01E+11,https://geoconnex.us/nhdplusv2/huc12/101000000000,Reclamation Great Plains Region (GP),Reclamation,HY,4.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/11,11,hc0008_p01,,1621,MT00568,MT00568,CANYON FERRY,-111.7281,46.6486,MT,https://geoconnex.us/ref/states/30,1.00E+11,https://geoconnex.us/nhdplusv2/huc12/100000000000,Reclamation Great Plains Region (GP),Reclamation,HY,49.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/12,12,hc0009_p01,,2234,WA01378,WA01378,PROSSER DIVERSION,-119.7729,46.2126,WA,https://geoconnex.us/ref/states/53,1.70E+11,https://geoconnex.us/nhdplusv2/huc12/170000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,12,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/13,13,hc0010_p01,,1886,CO00387,CO00387,CRYSTAL,-107.6239891,38.51041701,CO,https://geoconnex.us/ref/states/8,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,28,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/14,14,hc0011_p01,,1939,AZ10309,AZ10309,DAVIS,-114.57,35.1959,AZ,https://geoconnex.us/ref/states/4,1.50E+11,https://geoconnex.us/nhdplusv2/huc12/150000000000,Reclamation Lower Colorado Region (LC),Reclamation,HY,254.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/15,15,hc0012_p01,,2007,UT10117,UT10117,DEER CREEK,-111.5278,40.4072,UT,https://geoconnex.us/ref/states/49,1.60E+11,https://geoconnex.us/nhdplusv2/huc12/160000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,4.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/16,16,hc0013_p01,,1828,NM00129,NM00129,ELEPHANT BUTTE,-107.1919,33.1541,NM,https://geoconnex.us/ref/states/35,1.30E+11,https://geoconnex.us/nhdplusv2/huc12/130000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,27.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/17,17,hc0014_p01,,1913,UT10121,UT10121,FLAMING GORGE,-109.4219,40.9149,UT,https://geoconnex.us/ref/states/49,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,151.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/18,18,hc0014_p01,,1914,UT10121,UT10121,FLAMING GORGE,-109.4219,40.9149,UT,https://geoconnex.us/ref/states/49,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,151.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/19,19,hc0014_p01,,1915,UT10121,UT10121,FLAMING GORGE,-109.4219,40.9149,UT,https://geoconnex.us/ref/states/49,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,151.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/20,20,hc0015_p01,,1716,CO01663,CO01663,RATTLESNAKE,-105.2869,40.3679,CO,https://geoconnex.us/ref/states/8,1.02E+11,https://geoconnex.us/nhdplusv2/huc12/102000000000,Reclamation Great Plains Region (GP),Reclamation,HY/PS,86,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,,,,,
https://geoconnex.us/ornl/hydrosource/dams/21,21,hc0016_p01,,2693,CA10148,CA10148,FOLSOM,-121.156872,38.70781,CA,https://geoconnex.us/ref/states/6,1.80E+11,https://geoconnex.us/nhdplusv2/huc12/180000000000,Reclamation Mid Pacific Region (MP),Reclamation,HY,198.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/22,22,hc0017_p01,,1916,WY01389,WY01389,FONTENELLE,-110.065625,42.028371,WY,https://geoconnex.us/ref/states/56,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,10,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/23,23,hc0017_p01,,1918,WY01389,WY01389,FONTENELLE,-110.065625,42.028371,WY,https://geoconnex.us/ref/states/56,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,10,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/24,24,hc0017_p01,,1917,WY01389,WY01389,FONTENELLE,-110.065625,42.028371,WY,https://geoconnex.us/ref/states/56,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,10,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/25,25,hc0018_p01,,1740,WY01296,WY01296,PATHFINDER,-106.853706,42.46391,WY,https://geoconnex.us/ref/states/56,1.02E+11,https://geoconnex.us/nhdplusv2/huc12/102000000000,Reclamation Great Plains Region (GP),Reclamation,HY,66.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/26,26,hc0019_p01,,1907,AZ10307,AZ10307,GLEN CANYON,-111.4842,36.9379,AZ,https://geoconnex.us/ref/states/4,1.41E+11,https://geoconnex.us/nhdplusv2/huc12/141000000000,Reclamation Upper Colorado Region (UC),Reclamation,HY,1312,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/27,27,hc0020_p01,,1739,WY01291,WY01291,GLENDO,-104.9509,42.4771,WY,https://geoconnex.us/ref/states/56,1.02E+11,https://geoconnex.us/nhdplusv2/huc12/102000000000,Reclamation Great Plains Region (GP),Reclamation,HY,38,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/28,28,hc0021_p01,,2279,WA00262,WA00262,GRAND COULEE,-118.9805,47.9566,WA,https://geoconnex.us/ref/states/53,1.70E+11,https://geoconnex.us/nhdplusv2/huc12/170000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY/PS,6495,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,,,,,
https://geoconnex.us/ornl/hydrosource/dams/29,29,hc0022_p01,,1848,CO01658,CO01658,GREEN MOUNTAIN,-106.3301,39.8777,CO,https://geoconnex.us/ref/states/8,1.40E+11,https://geoconnex.us/nhdplusv2/huc12/140000000000,Reclamation Great Plains Region (GP),Reclamation,HY,26,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/30,30,hc0023_p01,,2835,OR00031,OR00031,KEENE CREEK DIVERSION,-122.4779968,42.12928009,OR,https://geoconnex.us/ref/states/41,1.80E+11,https://geoconnex.us/nhdplusv2/huc12/180000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,17.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/31,31,hc0024_p01,,1741,WY01293,WY01293,GUERNSEY,-104.766214,42.289933,WY,https://geoconnex.us/ref/states/56,1.02E+11,https://geoconnex.us/nhdplusv2/huc12/102000000000,Reclamation Great Plains Region (GP),Reclamation,HY,6.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/32,32,hc0025_p01,,1941,NV10122,NV10122,HOOVER,-114.7374,36.0163,NV,https://geoconnex.us/ref/states/32,1.50E+11,https://geoconnex.us/nhdplusv2/huc12/150000000000,Reclamation Lower Colorado Region (LC),Reclamation,HY,1039.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/33,33,hc0025_p02,,1940,NV10122,NV10122,HOOVER,-114.7374,36.0163,NV,https://geoconnex.us/ref/states/32,1.50E+11,https://geoconnex.us/nhdplusv2/huc12/150000000000,Reclamation Lower Colorado Region (LC),Reclamation,HY,1039.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/34,34,hc0026_p01,,2038,MT00565,MT00565,HUNGRY HORSE,-114.0126,48.3413,MT,https://geoconnex.us/ref/states/30,1.70E+11,https://geoconnex.us/nhdplusv2/huc12/170000000000,Reclamation Pacific Northwest Region (PN),Reclamation,HY,428,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/35,35,hc0027_p01,,2883,CA10165,CA10165,LEWISTON,-122.793,40.7264,CA,https://geoconnex.us/ref/states/6,1.80E+11,https://geoconnex.us/nhdplusv2/huc12/180000000000,Reclamation Mid Pacific Region (MP),Reclamation,HY,154.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,,,,,,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019
https://geoconnex.us/ornl/hydrosource/dams/36,36,hc0027_p02,,2882,CA10165,CA10165,LEWISTON,-122.793,40.7264,CA,https://geoconnex.us/ref/states/6,1.80E+11,https://geoconnex.us/nhdplusv2/huc12/180000000000,Trinity Power Authority,Reclamation,HY,0.35,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,,,,,,,,
